 .,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
230,JK,Jammu and Kashmir,JK_Jammu,Jammu,69598,7044,61360,1194,0,0,0,0,0,,
231,JK,Jammu and Kashmir,JK_Kathua,Kathua,10715,379,10177,159,0,0,0,0,0,,
232,JK,Jammu and Kashmir,JK_Kishtwar,Kishtwar,5382,301,5036,45,0,0,0,0,0,,
233,JK,Jammu and Kashmir,JK_Kulgam,Kulgam,14798,2144,12536,118,0,0,0,0,0,,
234,JK,Jammu and Kashmir,JK_Kupwara,Kupwara,18581,1652,16758,171,0,0,0,0,0,,
235,JK,Jammu and Kashmir,JK_Mirpur,Mirpur,0,0,0,0,0,0,0,0,0,,
236,JK,Jammu and Kashmir,JK_Muzaffarabad,Muzaffarabad,0,0,0,0,0,0,0,0,0,,
237,JK,Jammu and Kashmir,JK_Pulwama,Pulwama,17659,1111,16350,198,0,0,0,0,0,,
238,JK,Jammu and Kashmir,JK_Punch,Punch,7368,324,6939,105,0,0,0,0,0,,
239,JK,Jammu and Kashmir,JK_Rajouri,Rajouri,12388,450,11693,245,0,0,0,0,0,,
240,JK,Jammu and Kashmir,JK_Ramban,Ramban,7064,579,6416,69,0,0,0,0,0,,
241,JK,Jammu and Kashmir,JK_Reasi,Reasi,8352,324,7983,45,0,0,0,0,0,,
242,JK,Jammu and Kashmir,JK_Samba,Samba,8500,516,7864,120,0,0,0,0,0,,
243,JK,Jammu and Kashmir,JK_Shopiyan,Shopiyan,6023,140,5824,59,0,0,0,0,0,,
244,JK,Jammu and Kashmir,JK_Srinagar,Srinagar,95989,13531,81562,896,0,0,0,0,0,,
245,JK,Jammu and Kashmir,JK_Udhampur,Udhampur,13586,561,12882,143,0,0,0,0,0,,
270,KA,Karnataka,KA_Bagalkote,Bagalkote,37906,1817,35749,340,0,0,0,0,0,,
271,KA,Karnataka,KA_Ballari,Ballari,108953,6146,101111,1696,0,0,0,0,0,,
272,KA,Karnataka,KA_Belagavi,Belagavi,88675,6477,81237,961,0,0,0,0,0,,
274,KA,Karnataka,KA_Bengaluru Rural,Bengaluru Rural,75982,7664,67417,901,0,0,0,0,0,,
273,KA,Karnataka,KA_Bengaluru Urban,Bengaluru Urban,1666475,189853,1460075,16546,1,0,0,0,0,,
275,KA,Karnataka,KA_Bidar,Bidar,28267,1579,26278,406,4,0,0,0,0,,
276,KA,Karnataka,KA_Chamarajanagara,Chamarajanagara,39432,4651,34261,509,11,0,0,0,0,,
277,KA,Karnataka,KA_Chikkaballapura,Chikkaballapura,52780,5254,47082,443,1,0,0,0,0,,
278,KA,Karnataka,KA_Chikkamagaluru,Chikkamagaluru,55241,1865,52977,399,0,0,0,0,0,,
279,KA,Karnataka,KA_Chitradurga,Chitradurga,42332,2381,39734,217,0,0,0,0,0,,
280,KA,Karnataka,KA_Dakshina Kannada,Dakshina Kannada,130612,5244,123633,1728,7,0,0,0,0,,
281,KA,Karnataka,KA_Davanagere,Davanagere,55729,2201,52918,610,0,0,0,0,0,,
282,KA,Karnataka,KA_Dharwad,Dharwad,75096,6063,67701,1330,2,0,0,0,0,,
283,KA,Karnataka,KA_Gadag,Gadag,29173,2013,26836,324,0,0,0,0,0,,
284,KA,Karnataka,KA_Hassan,Hassan,136505,9336,125887,1280,2,0,0,0,0,,
285,KA,Karnataka,KA_Haveri,Haveri,23679,936,22096,647,0,0,0,0,0,,
286,KA,Karnataka,KA_Kalaburagi,Kalaburagi,72277,6192,65240,845,0,0,0,0,0,,
287,KA,Karnataka,KA_Kodagu,Kodagu,43922,3793,39787,341,1,0,0,0,0,,
288,KA,Karnataka,KA_Kolar,Kolar,59642,7295,51703,644,0,0,0,0,0,,
289,KA,Karnataka,KA_Koppal,Koppal,38816,2153,36134,529,0,0,0,0,0,,
290,KA,Karnataka,KA_Mandya,Mandya,94743,8119,85957,667,0,0,0,0,0,,
291,KA,Karnataka,KA_Mysuru,Mysuru,214013,13915,197633,2465,0,0,0,0,0,,
0,KA,Karnataka,KA_Other State,Other State,36,0,33,3,0,0,0,0,0,,
292,KA,Karnataka,KA_Raichur,Raichur,43552,2285,40927,340,0,0,0,0,0,,
293,KA,Karnataka,KA_Ramanagara,Ramanagara,28235,1481,26422,332,0,0,0,0,0,,
294,KA,Karnataka,KA_Shivamogga,Shivamogga,76740,3991,71650,1098,1,0,0,0,0,,
295,KA,Karnataka,KA_Tumakuru,Tumakuru,149807,13772,134876,1159,0,0,0,0,0,,
296,KA,Karnataka,KA_Udupi,Udupi,90847,6707,83638,502,0,0,0,0,0,,
297,KA,Karnataka,KA_Uttara Kannada,Uttara Kannada,65123,2990,61346,787,0,0,0,0,0,,
298,KA,Karnataka,KA_Vijayapura,Vijayapura,39146,1598,37049,499,0,0,0,0,0,,
299,KA,Karnataka,KA_Yadgir,Yadgir,28760,940,27614,206,0,0,0,0,0,,
0,KL,Kerala,KL_Other State,Other State,0,0,0,0,0,0,0,0,0,,
300,KL,Kerala,KL_Alappuzha,Alappuzha,350849,12886,333927,3996,40,0,0,0,0,,
301,KL,Kerala,KL_Ernakulam,Ernakulam,749937,50844,692815,6208,70,0,0,0,0,,
302,KL,Kerala,KL_Idukki,Idukki,178773,15874,161831,1059,9,0,0,0,0,,
303,KL,Kerala,KL_Kannur,Kannur,318407,12849,301725,3780,53,0,0,0,0,,
304,KL,Kerala,KL_Kasaragod,Kasaragod,155135,6946,147125,1047,17,0,0,0,0,,
305,KL,Kerala,KL_Kollam,Kollam,450976,22453,423368,5098,57,0,0,0,0,,
306,KL,Kerala,KL_Kottayam,Kottayam,384567,20589,360947,3013,18,0,0,0,0,,
307,KL,Kerala,KL_Kozhikode,Kozhikode,615346,27502,583088,4712,44,0,0,0,0,,
308,KL,Kerala,KL_Malappuram,Malappuram,607757,17174,586654,3897,32,0,0,0,0,,
309,KL,Kerala,KL_Palakkad,Palakkad,414711,23093,387222,4372,24,0,0,0,0,,
310,KL,Kerala,KL_Pathanamthitta,Pathanamthitta,233575,18981,212656,1927,11,0,0,0,0,,
311,KL,Kerala,KL_Thiruvananthapuram,Thiruvananthapuram,617640,47733,562980,6813,114,0,0,0,0,,
312,KL,Kerala,KL_Thrissur,Thrissur,601648,23880,572028,5714,26,0,0,0,0,,
313,KL,Kerala,KL_Wayanad,Wayanad,147275,8869,137594,798,14,0,0,0,0,,
314,LA,Ladakh,LA_Kargil,Kargil,4374,297,4018,59,0,0,0,0,0,,
315,LA,Ladakh,LA_Leh,Leh,20974,953,19857,164,0,0,0,0,0,,
316,LD,Lakshadweep,LD_Lakshadweep,Lakshadweep,10915,301,10519,51,44,0,0,0,0,,
369,MH,Maharashtra,MH_Ahmednagar,Ahmednagar,362510,11182,344136,7181,11,0,0,0,0,,
370,MH,Maharashtra,MH_Akola,Akola,64355,2186,60730,1435,4,0,0,0,0,,
371,MH,Maharashtra,MH_Amravati,Amravati,101420,3694,96124,1600,2,0,0,0,0,,
372,MH,Maharashtra,MH_Aurangabad,Aurangabad,170089,8503,157305,4267,14,0,0,0,0,,
374,MH,Maharashtra,MH_Beed,Beed,107300,1755,102690,2848,7,0,0,0,0,,
373,MH,Maharashtra,MH_Bhandara,Bhandara,64663,2515,61013,1125,10,0,0,0,0,,
375,MH,Maharashtra,MH_Buldhana,Buldhana,87985,2325,84840,814,6,0,0,0,0,,
376,MH,Maharashtra,MH_Chandrapur,Chandrapur,96236,3876,90786,1570,4,0,0,0,0,,
377,MH,Maharashtra,MH_Dhule,Dhule,49397,1260,47468,658,11,0,0,0,0,,
378,MH,Maharashtra,MH_Gadchiroli,Gadchiroli,33478,1297,31475,673,33,0,0,0,0,,
379,MH,Maharashtra,MH_Gondia,Gondia,43932,1671,41680,574,7,0,0,0,0,,
380,MH,Maharashtra,MH_Hingoli,Hingoli,20229,920,18800,508,1,0,0,0,0,,
381,MH,Maharashtra,MH_Jalgaon,Jalgaon,146556,3633,140170,2720,33,0,0,0,0,,
382,MH,Maharashtra,MH_Jalna,Jalna,64527,2161,61147,1218,1,0,0,0,0,,
383,MH,Maharashtra,MH_Kolhapur,Kolhapur,216471,4752,205851,5863,5,0,0,0,0,,
384,MH,Maharashtra,MH_Latur,Latur,101836,4243,95131,2456,6,0,0,0,0,,
385,MH,Maharashtra,MH_Mumbai,Mumbai,1040829,18040,1003487,16581,2721,0,0,0,0,"[Sep 9]After reconciling COVID-19 cases in Mumbai, owing to the removal of duplicates and change of addresses as per the original residence, 239 cases have been removed from the progressive figures.",
386,MH,Maharashtra,MH_Mumbai Suburban,Mumbai Suburban,0,0,0,0,0,0,0,0,0,,
387,MH,Maharashtra,MH_Nagpur,Nagpur,549390,29918,510271,9130,71,0,0,0,0,District administration provides number of persons tested instead of the number of samples tested.,
388,MH,Maharashtra,MH_Nanded,Nanded,100034,4164,93194,2669,7,0,0,0,0,Number of active cases differs in the state bulletin and district bulletin. We follow the state bulletin.,
389,MH,Maharashtra,MH_Nandurbar,Nandurbar,44153,2515,40685,950,3,0,0,0,0,,
390,MH,Maharashtra,MH_Nashik,Nashik,457179,18416,429964,8798,1,0,0,0,0,Number of active cases differs in the state bulletin and district bulletin. We follow the state bulletin.,
391,MH,Maharashtra,MH_Osmanabad,Osmanabad,72477,1644,68721,1996,116,0,0,0,0,,
0,MH,Maharashtra,MH_Other State,Other State,144,0,31,111,2,0,0,0,0,,
392,MH,Maharashtra,MH_Palghar,Palghar,161360,3891,154090,3364,15,0,0,0,0,,
393,MH,Maharashtra,MH_Parbhani,Parbhani,56236,2164,52816,1236,20,0,0,0,0,,
394,MH,Maharashtra,MH_Pune,Pune,1382457,90303,1271863,19941,350,0,0,0,0,Number of active cases differs in the state bulletin and district bulletin. We follow the state bulletin.,
395,MH,Maharashtra,MH_Raigad,Raigad,239352,9176,225299,4870,7,0,0,0,0,Number of active cases differs in the state bulletin and district bulletin. We follow the state bulletin.,
396,MH,Maharashtra,MH_Ratnagiri,Ratnagiri,83230,1097,79617,2511,5,0,0,0,0,,
397,MH,Maharashtra,MH_Sangli,Sangli,222110,5546,210912,5643,9,0,0,0,0,,
398,MH,Maharashtra,MH_Satara,Satara,271146,7449,257109,6555,33,0,0,0,0,,
399,MH,Maharashtra,MH_Sindhudurg,Sindhudurg,56197,1157,53549,1476,15,0,0,0,0,,
400,MH,Maharashtra,MH_Solapur,Solapur,221867,5548,210563,5643,113,0,0,0,0,,
401,MH,Maharashtra,MH_Thane,Thane,755524,24164,719614,11711,35,0,0,0,0,,
402,MH,Maharashtra,MH_Wardha,Wardha,62443,2854,58201,1223,165,0,0,0,0,,
403,MH,Maharashtra,MH_Washim,Washim,43727,1266,41821,637,3,0,0,0,0,,
404,MH,Maharashtra,MH_Yavatmal,Yavatmal,79767,2112,75848,1803,4,0,0,0,0,,
421,ML,Meghalaya,ML_East Garo Hills,East Garo Hills,1947,19,1912,16,0,0,0,0,0,,
422,ML,Meghalaya,ML_East Jaintia Hills,East Jaintia Hills,2513,32,2449,32,0,0,0,0,0,,
423,ML,Meghalaya,ML_East Khasi Hills,East Khasi Hills,45446,1466,42953,1027,0,0,0,0,0,,
424,ML,Meghalaya,ML_North Garo Hills,North Garo Hills,1736,46,1682,8,0,0,0,0,0,,
425,ML,Meghalaya,ML_Ribhoi,Ribhoi,10011,183,9738,90,0,0,0,0,0,,
426,ML,Meghalaya,ML_South Garo Hills,South Garo Hills,1260,24,1224,12,0,0,0,0,0,,
427,ML,Meghalaya,ML_South West Garo Hills,South West Garo Hills,1926,40,1868,18,0,0,0,0,0,,
428,ML,Meghalaya,ML_South West Khasi Hills,South West Khasi Hills,2602,42,2542,18,0,0,0,0,0,,
429,ML,Meghalaya,ML_West Garo Hills,West Garo Hills,9845,422,9349,74,0,0,0,0,0,,
